id,title,type,release_year,age_certification,runtime,genre.2.1,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Revenue(In Millions)
tm186589,Cliffhanger,MOVIE,1993,R,112,comedy,"['IT', 'US', 'FR']",6.5,128972,27.78,6.5,96
tm186589,Cliffhanger,MOVIE,1993,R,112,animation,"['IT', 'US', 'FR']",6.5,128972,27.78,6.5,96
tm189764,Menace II Society,MOVIE,1993,R,97,drama,['US'],7.5,58179,13.928,7.5,46
tm189764,Menace II Society,MOVIE,1993,R,97,crime,['US'],7.5,58179,13.928,7.5,46
tm189764,Menace II Society,MOVIE,1993,R,97,thriller,['US'],7.5,58179,13.928,7.5,46
tm10739,Johnny Mnemonic,MOVIE,1995,R,97,action,"['CA', 'US']",5.6,71563,10.75,5.6,294
tm10739,Johnny Mnemonic,MOVIE,1995,R,97,drama,"['CA', 'US']",5.6,71563,10.75,5.6,294
tm10739,Johnny Mnemonic,MOVIE,1995,R,97,scifi,"['CA', 'US']",5.6,71563,10.75,5.6,294
tm10739,Johnny Mnemonic,MOVIE,1995,R,97,thriller,"['CA', 'US']",5.6,71563,10.75,5.6,294
tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,comedy,"['JP', 'US']",4.5,9321,12.603,4.5,10
tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,family,"['JP', 'US']",4.5,9321,12.603,4.5,10
tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,action,"['JP', 'US']",4.5,9321,12.603,4.5,10
tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,sport,"['JP', 'US']",4.5,9321,12.603,4.5,10
tm55369,Edge of Seventeen,MOVIE,1998,R,104,romance,['US'],6.8,6549,6.276,6.8,150
tm55369,Edge of Seventeen,MOVIE,1998,R,104,drama,['US'],6.8,6549,6.276,6.8,150
tm55369,Edge of Seventeen,MOVIE,1998,R,104,comedy,['US'],6.8,6549,6.276,6.8,150
ts251477,My First Errand,SHOW,1991,TV-G,18,documentation,['JP'],6.510860656,23439.38247,7.73,6.510860656,243
ts251477,My First Errand,SHOW,1991,TV-G,18,family,['JP'],6.510860656,23439.38247,7.73,6.510860656,243
ts251477,My First Errand,SHOW,1991,TV-G,18,reality,['JP'],6.510860656,23439.38247,7.73,6.510860656,243
tm192431,The Devil's Own,MOVIE,1997,R,107,crime,['US'],6.2,65323,12.863,6.2,37
tm192431,The Devil's Own,MOVIE,1997,R,107,thriller,['US'],6.2,65323,12.863,6.2,37
tm192431,The Devil's Own,MOVIE,1997,R,107,drama,['US'],6.2,65323,12.863,6.2,37
tm192431,The Devil's Own,MOVIE,1997,R,107,action,['US'],6.2,65323,12.863,6.2,37
tm192431,The Devil's Own,MOVIE,1997,R,107,european,['US'],6.2,65323,12.863,6.2,37
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,scifi,['JP'],8,5008,35.757,8,297
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,animation,['JP'],8,5008,35.757,8,297
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,action,['JP'],8,5008,35.757,8,297
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,comedy,['JP'],8,5008,35.757,8,297
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,drama,['JP'],8,5008,35.757,8,297
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,family,['JP'],8,5008,35.757,8,297
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,fantasy,['JP'],8,5008,35.757,8,297
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,romance,['JP'],8,5008,35.757,8,297
tm192199,Spawn,MOVIE,1997,PG-13,96,scifi,['US'],5.2,68184,16.989,5.2,20
tm192199,Spawn,MOVIE,1997,PG-13,96,action,['US'],5.2,68184,16.989,5.2,20
tm192199,Spawn,MOVIE,1997,PG-13,96,drama,['US'],5.2,68184,16.989,5.2,20
tm192199,Spawn,MOVIE,1997,PG-13,96,horror,['US'],5.2,68184,16.989,5.2,20
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,scifi,['US'],6.2,3902,13.313,6.2,185
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,animation,['US'],6.2,3902,13.313,6.2,185
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,action,['US'],6.2,3902,13.313,6.2,185
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,comedy,['US'],6.2,3902,13.313,6.2,185
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,family,['US'],6.2,3902,13.313,6.2,185
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,fantasy,['US'],6.2,3902,13.313,6.2,185
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,western,['US'],6.2,3902,13.313,6.2,185
tm56033,Croupier,MOVIE,1998,R,94,drama,"['IE', 'GB', 'DE', 'FR']",7,21599,8.381,7,207
tm56033,Croupier,MOVIE,1998,R,94,european,"['IE', 'GB', 'DE', 'FR']",7,21599,8.381,7,207
tm56033,Croupier,MOVIE,1998,R,94,crime,"['IE', 'GB', 'DE', 'FR']",7,21599,8.381,7,207
ts21581,Girlfriends,SHOW,2000,TV-PG,21,drama,['US'],7.2,4528,12.163,7.2,50
ts21581,Girlfriends,SHOW,2000,TV-PG,21,comedy,['US'],7.2,4528,12.163,7.2,50
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,action,['US'],4.5,30422,20.185,4.5,52
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,drama,['US'],4.5,30422,20.185,4.5,52
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,family,['US'],4.5,30422,20.185,4.5,52
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,sport,['US'],4.5,30422,20.185,4.5,52
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,romance,['US'],4.5,30422,20.185,4.5,52
tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,western,['US'],6.5,11709,8.136,6.5,116
tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,history,['US'],6.5,11709,8.136,6.5,116
tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,drama,['US'],6.5,11709,8.136,6.5,116
tm191431,Double Team,MOVIE,1997,R,93,action,"['HK', 'US']",4.8,34396,14.599,4.8,196
tm191431,Double Team,MOVIE,1997,R,93,scifi,"['HK', 'US']",4.8,34396,14.599,4.8,196
tm191431,Double Team,MOVIE,1997,R,93,comedy,"['HK', 'US']",4.8,34396,14.599,4.8,196
tm191431,Double Team,MOVIE,1997,R,93,thriller,"['HK', 'US']",4.8,34396,14.599,4.8,196
tm10811,Heavy,MOVIE,1995,R,105,drama,['US'],6.8,5047,3.308,6.8,80
tm10811,Heavy,MOVIE,1995,R,105,romance,['US'],6.8,5047,3.308,6.8,80
tm49839,The Players Club,MOVIE,1998,R,104,comedy,['US'],5.9,6676,9.25,5.9,279
tm49839,The Players Club,MOVIE,1998,R,104,drama,['US'],5.9,6676,9.25,5.9,279
ts20918,The Parkers,SHOW,1999,TV-PG,19,comedy,['US'],6.8,2377,5.745,6.8,262
ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,comedy,['US'],6.2,12657,21.489,6.2,134
ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,drama,['US'],6.2,12657,21.489,6.2,134
ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,family,['US'],6.2,12657,21.489,6.2,134
ts20939,Moesha,SHOW,1996,TV-PG,21,drama,['US'],5.8,3747,10.901,5.8,211
ts20939,Moesha,SHOW,1996,TV-PG,21,comedy,['US'],5.8,3747,10.901,5.8,211
ts20939,Moesha,SHOW,1996,TV-PG,21,family,['US'],5.8,3747,10.901,5.8,211
ts21684,Heartbreak High,SHOW,1994,TV-MA,45,drama,['AU'],7.8,3139,7.222,7.8,141
ts21684,Heartbreak High,SHOW,1994,TV-MA,45,romance,['AU'],7.8,3139,7.222,7.8,141
ts21684,Heartbreak High,SHOW,1994,TV-MA,45,comedy,['AU'],7.8,3139,7.222,7.8,141
ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,animation,['FR'],7.4,4281,40.189,7.4,221
ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,comedy,['FR'],7.4,4281,40.189,7.4,221
ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,family,['FR'],7.4,4281,40.189,7.4,221
ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,action,['FR'],7.4,4281,40.189,7.4,221
ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,european,['FR'],7.4,4281,40.189,7.4,221
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,romance,['IN'],7.6,52036,12.35,7.6,114
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,comedy,['IN'],7.6,52036,12.35,7.6,114
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,drama,['IN'],7.6,52036,12.35,7.6,114
tm320211,Children of God,MOVIE,1994,Unrated,63,documentation,['GB'],6.3,612,0.685,6.3,45
tm7073,Knight Rider 2000,MOVIE,1991,G,91,action,['US'],4.5,3207,7.945,4.5,6
tm7073,Knight Rider 2000,MOVIE,1991,G,91,scifi,['US'],4.5,3207,7.945,4.5,6
ts28516,Okupas,SHOW,2000,TV-MA,40,drama,['AR'],9,2399,8.565,9,198
ts28516,Okupas,SHOW,2000,TV-MA,40,crime,['AR'],9,2399,8.565,9,198
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,Unrated,206,drama,['IN'],7.5,21123,6.314,7.5,102
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,Unrated,206,romance,['IN'],7.5,21123,6.314,7.5,102
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,Unrated,206,comedy,['IN'],7.5,21123,6.314,7.5,102
tm55100,Dil Se..,MOVIE,1998,PG-13,163,drama,['IN'],7.5,28586,7.811,7.5,154
tm55100,Dil Se..,MOVIE,1998,PG-13,163,romance,['IN'],7.5,28586,7.811,7.5,154
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,comedy,['US'],7.9,5879,5.822,7.9,126
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,documentation,['US'],7.9,5879,5.822,7.9,126
ts22039,H,SHOW,1998,TV-MA,25,comedy,['FR'],7.4,1727,7.905,7.4,37
tm188606,Sankofa,MOVIE,1993,Unrated,124,drama,"['DE', 'GH', 'GB', 'US', 'BF']",7,692,1.858,7,144
tm188606,Sankofa,MOVIE,1993,Unrated,124,european,"['DE', 'GH', 'GB', 'US', 'BF']",7,692,1.858,7,144
tm41525,Herod's Law,MOVIE,1999,R,123,comedy,['MX'],7.8,6035,10.506,7.8,214
tm41525,Herod's Law,MOVIE,1999,R,123,crime,['MX'],7.8,6035,10.506,7.8,214
tm41525,Herod's Law,MOVIE,1999,R,123,thriller,['MX'],7.8,6035,10.506,7.8,214
tm189171,Wild Tango,MOVIE,1993,R,124,drama,"['ES', 'AR']",6.7,1584,5.092,6.7,275
tm189171,Wild Tango,MOVIE,1993,R,124,music,"['ES', 'AR']",6.7,1584,5.092,6.7,275
tm189171,Wild Tango,MOVIE,1993,R,124,romance,"['ES', 'AR']",6.7,1584,5.092,6.7,275
tm63514,The Last Days,MOVIE,1998,PG-13,87,drama,['US'],7.9,4378,3.766,7.9,279
tm63514,The Last Days,MOVIE,1998,PG-13,87,history,['US'],7.9,4378,3.766,7.9,279
tm63514,The Last Days,MOVIE,1998,PG-13,87,war,['US'],7.9,4378,3.766,7.9,279
tm63514,The Last Days,MOVIE,1998,PG-13,87,documentation,['US'],7.9,4378,3.766,7.9,279
tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,Unrated,72,comedy,['US'],6.6,276,0.656,6.6,94
tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,Unrated,72,music,['US'],6.6,276,0.656,6.6,94
tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,Unrated,72,documentation,['US'],6.6,276,0.656,6.6,94
tm188970,Bill Hicks: Revelations,MOVIE,1993,Unrated,74,comedy,['GB'],8.5,3098,3.784,8.5,271
tm188970,Bill Hicks: Revelations,MOVIE,1993,Unrated,74,documentation,['GB'],8.5,3098,3.784,8.5,271
tm12876,Bombay,MOVIE,1995,Unrated,141,drama,['IN'],8.1,12629,4.99,8.1,65
tm12876,Bombay,MOVIE,1995,Unrated,141,romance,['IN'],8.1,12629,4.99,8.1,65
ts224786,Escalona,SHOW,1991,TV-MA,44,drama,['CO'],6.510860656,23439.38247,7.352,6.510860656,88
tm62176,Mann,MOVIE,1999,Unrated,174,drama,['IN'],6.1,5451,2.595,6.1,290
tm62176,Mann,MOVIE,1999,Unrated,174,romance,['IN'],6.1,5451,2.595,6.1,290
tm52871,Soldier,MOVIE,1998,Unrated,156,thriller,['IN'],6.2,3063,3.623,6.2,72
tm52871,Soldier,MOVIE,1998,Unrated,156,action,['IN'],6.2,3063,3.623,6.2,72
tm52871,Soldier,MOVIE,1998,Unrated,156,drama,['IN'],6.2,3063,3.623,6.2,72
tm52871,Soldier,MOVIE,1998,Unrated,156,romance,['IN'],6.2,3063,3.623,6.2,72
tm8687,Sam Kinison: Family Entertainment Hour,MOVIE,1991,Unrated,49,comedy,['US'],6.510860656,23439.38247,1.84,6.510860656,97
tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,Unrated,56,comedy,['US'],6.8,116,1.536,6.8,83
tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,Unrated,56,documentation,['US'],6.8,116,1.536,6.8,83
tm184326,Damini,MOVIE,1993,Unrated,175,drama,['IN'],7.8,3523,3.328,7.8,80
tm184326,Damini,MOVIE,1993,Unrated,175,crime,['IN'],7.8,3523,3.328,7.8,80
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,romance,['IN'],6.2,8552,7.865,6.2,209
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,family,['IN'],6.2,8552,7.865,6.2,209
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,fantasy,['IN'],6.2,8552,7.865,6.2,209
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,drama,['IN'],6.2,8552,7.865,6.2,209
tm191614,Destiny,MOVIE,1997,Unrated,136,drama,"['FR', 'EG']",7.1,2857,3.287,7.1,263
tm191614,Destiny,MOVIE,1997,Unrated,136,history,"['FR', 'EG']",7.1,2857,3.287,7.1,263
tm191614,Destiny,MOVIE,1997,Unrated,136,comedy,"['FR', 'EG']",7.1,2857,3.287,7.1,263
tm191614,Destiny,MOVIE,1997,Unrated,136,romance,"['FR', 'EG']",7.1,2857,3.287,7.1,263
tm110766,Chronicle of a Disappearance,MOVIE,1996,Unrated,88,drama,"['PS', 'US', 'FR', 'DE']",6.9,733,2.099,6.9,254
tm9898,Muthu,MOVIE,1995,G,165,comedy,['IN'],7.6,3056,3.576,7.6,186
tm9898,Muthu,MOVIE,1995,G,165,drama,['IN'],7.6,3056,3.576,7.6,186
tm9898,Muthu,MOVIE,1995,G,165,action,['IN'],7.6,3056,3.576,7.6,186
tm9898,Muthu,MOVIE,1995,G,165,romance,['IN'],7.6,3056,3.576,7.6,186
tm47530,Jeans,MOVIE,1998,Unrated,175,comedy,['IN'],6.4,3604,3.393,6.4,242
tm47530,Jeans,MOVIE,1998,Unrated,175,drama,['IN'],6.4,3604,3.393,6.4,242
tm47530,Jeans,MOVIE,1998,Unrated,175,romance,['IN'],6.4,3604,3.393,6.4,242
tm57169,Monty Python: Live at Aspen,MOVIE,1998,Unrated,58,comedy,"['GB', 'US']",7.8,1096,2.681,7.8,106
tm57169,Monty Python: Live at Aspen,MOVIE,1998,Unrated,58,documentation,"['GB', 'US']",7.8,1096,2.681,7.8,106
tm192301,Minsara Kanavu,MOVIE,1997,G,145,comedy,['IN'],6.7,1226,2.316,6.7,165
tm192301,Minsara Kanavu,MOVIE,1997,G,145,romance,['IN'],6.7,1226,2.316,6.7,165
tm192301,Minsara Kanavu,MOVIE,1997,G,145,drama,['IN'],6.7,1226,2.316,6.7,165
tm58893,Duplicate,MOVIE,1998,PG,165,comedy,['IN'],5.5,7618,4.112,5.5,234
tm58893,Duplicate,MOVIE,1998,PG,165,action,['IN'],5.5,7618,4.112,5.5,234
tm58893,Duplicate,MOVIE,1998,PG,165,crime,['IN'],5.5,7618,4.112,5.5,234
tm58893,Duplicate,MOVIE,1998,PG,165,thriller,['IN'],5.5,7618,4.112,5.5,234
tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,drama,['IN'],7.9,2586,2.828,7.9,64
tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,comedy,['IN'],7.9,2586,2.828,7.9,64
tm118438,Anjaam,MOVIE,1994,Unrated,137,romance,['IN'],6.6,6532,3.806,6.6,105
tm118438,Anjaam,MOVIE,1994,Unrated,137,crime,['IN'],6.6,6532,3.806,6.6,105
tm118438,Anjaam,MOVIE,1994,Unrated,137,thriller,['IN'],6.6,6532,3.806,6.6,105
tm118438,Anjaam,MOVIE,1994,Unrated,137,drama,['IN'],6.6,6532,3.806,6.6,105
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,Unrated,100,drama,['US'],7.2,250,1.533,7.2,212
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,Unrated,100,sport,['US'],7.2,250,1.533,7.2,212
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,comedy,['IN'],6.1,7610,7.778,6.1,5
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,romance,['IN'],6.1,7610,7.778,6.1,5
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,drama,['IN'],6.1,7610,7.778,6.1,5
tm203186,Children of Shatila,MOVIE,1999,Unrated,50,documentation,['LB'],8.1,78,1.635,8.1,253
tm203186,Children of Shatila,MOVIE,1999,Unrated,50,history,['LB'],8.1,78,1.635,8.1,253
tm128073,Bill Hicks: Relentless,MOVIE,1992,Unrated,61,comedy,['GB'],6.510860656,23439.38247,3.822,6.510860656,123
tm7951,Tim Allen: Rewires America,MOVIE,1991,PG,30,comedy,['US'],6,198,2.297,6,256
tm7951,Tim Allen: Rewires America,MOVIE,1991,PG,30,documentation,['US'],6,198,2.297,6,256
tm7135,Bill Hicks: One Night Stand,MOVIE,1991,NC-17,30,comedy,['US'],6.510860656,23439.38247,1.08,6.510860656,112
tm52083,West Beirut,MOVIE,1998,PG-13,105,romance,"['FR', 'NO', 'LB', 'BE']",7.6,4221,3.308,7.6,40
tm52083,West Beirut,MOVIE,1998,PG-13,105,drama,"['FR', 'NO', 'LB', 'BE']",7.6,4221,3.308,7.6,40
tm52083,West Beirut,MOVIE,1998,PG-13,105,comedy,"['FR', 'NO', 'LB', 'BE']",7.6,4221,3.308,7.6,40
tm52083,West Beirut,MOVIE,1998,PG-13,105,war,"['FR', 'NO', 'LB', 'BE']",7.6,4221,3.308,7.6,40
tm52083,West Beirut,MOVIE,1998,PG-13,105,european,"['FR', 'NO', 'LB', 'BE']",7.6,4221,3.308,7.6,40
tm340430,Govindha Govindha,MOVIE,1993,Unrated,145,drama,['IN'],6.6,356,1.248,6.6,191
tm340430,Govindha Govindha,MOVIE,1993,Unrated,145,action,['IN'],6.6,356,1.248,6.6,191
tm340430,Govindha Govindha,MOVIE,1993,Unrated,145,crime,['IN'],6.6,356,1.248,6.6,191
tm7032,Out of Life,MOVIE,1991,Unrated,97,drama,"['BE', 'FR', 'IT', 'LB']",6.9,376,2.481,6.9,86
tm7032,Out of Life,MOVIE,1991,Unrated,97,war,"['BE', 'FR', 'IT', 'LB']",6.9,376,2.481,6.9,86
tm7032,Out of Life,MOVIE,1991,Unrated,97,crime,"['BE', 'FR', 'IT', 'LB']",6.9,376,2.481,6.9,86
tm7032,Out of Life,MOVIE,1991,Unrated,97,european,"['BE', 'FR', 'IT', 'LB']",6.9,376,2.481,6.9,86
tm256669,Gumrah,MOVIE,1993,Unrated,149,drama,['IN'],6.1,795,1.763,6.1,258
tm256669,Gumrah,MOVIE,1993,Unrated,149,action,['IN'],6.1,795,1.763,6.1,258
tm256669,Gumrah,MOVIE,1993,Unrated,149,crime,['IN'],6.1,795,1.763,6.1,258
tm256669,Gumrah,MOVIE,1993,Unrated,149,thriller,['IN'],6.1,795,1.763,6.1,258
tm64729,Sinbad: Nothin' but the Funk,MOVIE,1998,Unrated,56,comedy,['US'],6.3,65,1.83,6.3,157
tm64729,Sinbad: Nothin' but the Funk,MOVIE,1998,Unrated,56,documentation,['US'],6.3,65,1.83,6.3,157
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,60,comedy,['US'],7.8,172,3.793,7.8,280
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,60,documentation,['US'],7.8,172,3.793,7.8,280
tm25389,Fiza,MOVIE,2000,Unrated,170,romance,['IN'],6,4213,2.835,6,165
tm25389,Fiza,MOVIE,2000,Unrated,170,action,['IN'],6,4213,2.835,6,165
tm25389,Fiza,MOVIE,2000,Unrated,170,crime,['IN'],6,4213,2.835,6,165
tm25389,Fiza,MOVIE,2000,Unrated,170,drama,['IN'],6,4213,2.835,6,165
tm25389,Fiza,MOVIE,2000,Unrated,170,thriller,['IN'],6,4213,2.835,6,165
tm34391,Before the Flying Circus,MOVIE,2000,Unrated,55,comedy,['GB'],7.3,168,1.444,7.3,211
tm34391,Before the Flying Circus,MOVIE,2000,Unrated,55,documentation,['GB'],7.3,168,1.444,7.3,211
tm44776,The Other,MOVIE,1999,Unrated,106,romance,"['FR', 'EG']",5.9,997,1.12,5.9,93
tm44776,The Other,MOVIE,1999,Unrated,106,european,"['FR', 'EG']",5.9,997,1.12,5.9,93
tm44776,The Other,MOVIE,1999,Unrated,106,drama,"['FR', 'EG']",5.9,997,1.12,5.9,93
tm334788,Yodha,MOVIE,1991,Unrated,142,action,['IN'],4.5,198,1.554,4.5,92
tm334788,Yodha,MOVIE,1991,Unrated,142,drama,['IN'],4.5,198,1.554,4.5,92
tm117840,The Emigrant,MOVIE,1994,Unrated,129,drama,"['FR', 'EG']",6.5,1015,1.4,6.5,244
tm42397,Hello Brother,MOVIE,1999,Unrated,131,comedy,['IN'],4.6,4262,4.338,4.6,75
tm42397,Hello Brother,MOVIE,1999,Unrated,131,romance,['IN'],4.6,4262,4.338,4.6,75
tm42397,Hello Brother,MOVIE,1999,Unrated,131,fantasy,['IN'],4.6,4262,4.338,4.6,75
tm42397,Hello Brother,MOVIE,1999,Unrated,131,action,['IN'],4.6,4262,4.338,4.6,75
tm314602,Dushmani,MOVIE,1995,Unrated,156,romance,['IN'],5,249,2.045,5,283
tm314602,Dushmani,MOVIE,1995,Unrated,156,action,['IN'],5,249,2.045,5,283
tm314602,Dushmani,MOVIE,1995,Unrated,156,drama,['IN'],5,249,2.045,5,283
tm7810,Nightmare in Columbia County,MOVIE,1991,Unrated,100,drama,['US'],5.5,345,2.713,5.5,34
tm7810,Nightmare in Columbia County,MOVIE,1991,Unrated,100,thriller,['US'],5.5,345,2.713,5.5,34
tm7810,Nightmare in Columbia County,MOVIE,1991,Unrated,100,crime,['US'],5.5,345,2.713,5.5,34
tm210754,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,1999,Unrated,118,drama,['TR'],6.510860656,23439.38247,1.396,6.510860656,58
tm449775,Shikari,MOVIE,1991,Unrated,162,drama,"['IN', 'SU']",5.8,68,1.323,5.8,225
tm449775,Shikari,MOVIE,1991,Unrated,162,action,"['IN', 'SU']",5.8,68,1.323,5.8,225
ts4,Breaking Bad,SHOW,2008,TV-MA,48,drama,['US'],9.5,1775990,353.848,9.5,128
ts4,Breaking Bad,SHOW,2008,TV-MA,48,crime,['US'],9.5,1775990,353.848,9.5,128
ts4,Breaking Bad,SHOW,2008,TV-MA,48,thriller,['US'],9.5,1775990,353.848,9.5,128
ts20371,Top Gear,SHOW,2002,TV-PG,58,comedy,['GB'],8.7,117240,45.549,8.7,20
ts20371,Top Gear,SHOW,2002,TV-PG,58,reality,['GB'],8.7,117240,45.549,8.7,20
ts20371,Top Gear,SHOW,2002,TV-PG,58,european,['GB'],8.7,117240,45.549,8.7,20
ts20371,Top Gear,SHOW,2002,TV-PG,58,music,['GB'],8.7,117240,45.549,8.7,20
ts9,The Walking Dead,SHOW,2010,TV-MA,46,action,['US'],8.2,956604,597.277,8.2,182
ts9,The Walking Dead,SHOW,2010,TV-MA,46,drama,['US'],8.2,956604,597.277,8.2,182
ts9,The Walking Dead,SHOW,2010,TV-MA,46,scifi,['US'],8.2,956604,597.277,8.2,182
ts9,The Walking Dead,SHOW,2010,TV-MA,46,horror,['US'],8.2,956604,597.277,8.2,182
ts9,The Walking Dead,SHOW,2010,TV-MA,46,thriller,['US'],8.2,956604,597.277,8.2,182
ts21465,Supernatural,SHOW,2005,TV-14,45,scifi,['US'],8.4,434081,388.093,8.4,83
ts21465,Supernatural,SHOW,2005,TV-14,45,horror,['US'],8.4,434081,388.093,8.4,83
ts21465,Supernatural,SHOW,2005,TV-14,45,thriller,['US'],8.4,434081,388.093,8.4,83
ts21465,Supernatural,SHOW,2005,TV-14,45,drama,['US'],8.4,434081,388.093,8.4,83
ts21465,Supernatural,SHOW,2005,TV-14,45,fantasy,['US'],8.4,434081,388.093,8.4,83
tm74402,The Mist,MOVIE,2007,R,126,horror,['US'],7.1,305346,37.369,7.1,9
tm74402,The Mist,MOVIE,2007,R,126,scifi,['US'],7.1,305346,37.369,7.1,9
tm74402,The Mist,MOVIE,2007,R,126,thriller,['US'],7.1,305346,37.369,7.1,9
tm91952,Mean Girls,MOVIE,2004,PG-13,97,comedy,"['CA', 'US']",7.1,375975,57.235,7.1,12
ts288536,The Great British Baking Show,SHOW,2010,TV-PG,57,reality,['GB'],8.6,9856,5.581,8.6,284
ts288536,The Great British Baking Show,SHOW,2010,TV-PG,57,european,['GB'],8.6,9856,5.581,8.6,284
ts12724,30 Rock,SHOW,2006,TV-14,25,comedy,['US'],8.3,122698,48.88,8.3,187
ts12724,30 Rock,SHOW,2006,TV-14,25,sport,['US'],8.3,122698,48.88,8.3,187
ts6644,Borgen,SHOW,2010,TV-MA,58,drama,['DK'],8.5,25485,51.118,8.5,116
ts6644,Borgen,SHOW,2010,TV-MA,58,european,['DK'],8.5,25485,51.118,8.5,116
ts8308,Community,SHOW,2009,TV-PG,23,comedy,['US'],8.5,257221,42.357,8.5,145
tm111828,Catch Me If You Can,MOVIE,2002,PG-13,141,drama,['US'],8.1,952602,72.321,8.1,261
tm111828,Catch Me If You Can,MOVIE,2002,PG-13,141,crime,['US'],8.1,952602,72.321,8.1,261
ts21469,Grey's Anatomy,SHOW,2005,TV-14,49,drama,['US'],7.6,299165,803.786,7.6,190
ts21469,Grey's Anatomy,SHOW,2005,TV-14,49,romance,['US'],7.6,299165,803.786,7.6,190
ts17156,Arrested Development,SHOW,2003,TV-MA,28,comedy,['US'],8.7,300445,30.131,8.7,99
ts22011,Heartland,SHOW,2007,TV-PG,44,drama,['CA'],8.4,16337,74.638,8.4,280
ts22011,Heartland,SHOW,2007,TV-PG,44,family,['CA'],8.4,16337,74.638,8.4,280
ts26091,The Staircase,SHOW,2004,TV-MA,49,crime,['FR'],7.8,21531,10.922,7.8,106
ts26091,The Staircase,SHOW,2004,TV-MA,49,documentation,['FR'],7.8,21531,10.922,7.8,106
ts26091,The Staircase,SHOW,2004,TV-MA,49,drama,['FR'],7.8,21531,10.922,7.8,106
